,ts_code,symbol,name,industry,COL_EIGEN_SLOPE,COL_LASTPRICE,concept
361,000869.SZ,000869,张裕A,红黄药酒,0.99,33.1,
1503,300111.SZ,300111,向日葵,半导体,0.99,2.86,"光伏, 医药, 化学药, 新能源汽车, 低价股, 资产重组, 充电桩, "
2422,600327.SH,600327,大东方,百货,0.99,5.42,"社保重仓, 汽车销售, 新零售, "
1554,300162.SZ,300162,雷曼股份,元器件,0.98,7.12,"足球, 国资入股, LED, 体育产业, "
2763,600740.SH,600740,山西焦化,焦炭加工,0.98,10.67,"煤炭, 石墨电极, 甲醇, 业绩预增, 山西国企改革, "
2351,600242.SH,600242,中昌数据,软件服务,0.98,12.92,"大数据, "
1884,300495.SZ,300495,美尚生态,环境保护,0.97,14.4,"园林, 雄安-园林环保, 特色小镇, PPP, 雄安新区, "
2559,600511.SH,600511,国药股份,医药商业,0.97,27.42,"高股息, MSCI, 健康中国, 养老金持股, 医药商业, 高送转-预期, 央企改革, 社保重仓, 回购, 芬太尼概念, 医药, "
2786,600765.SH,600765,中航重机,机械基件,0.97,11.11,"央企改革, 军工研究所, 大飞机, 航母, 业绩预增, 军工, 军民融合, "
2488,600406.SH,600406,国电南瑞,软件服务,0.97,21.16,"特高压, MSCI, 电改, 央企改革, 新能源汽车, 充电桩, "
2956,601000.SH,601000,唐山港,港口,0.96,3.14,"MSCI, 港口, 京津冀, "
1376,002935.SZ,002935,天奥电子,元器件,0.95,53.93,"高送转-预期, 军工, 军民融合, 北斗导航, "
2237,600113.SH,600113,浙江东日,区域地产,0.95,8.83,"金改, 浙江国企改革, 冷链, "
549,002087.SZ,002087,新野纺织,纺织,0.95,4.82,"纺织服装, 土地流转, "
346,000837.SZ,000837,秦川机床,机床制造,0.95,5.47,"债转股-AMC, 工业自动化, 智能制造, 机器人, 工业大麻, "
1976,300591.SZ,300591,万里马,服饰,0.94,7.25,"纺织服装, "
563,002101.SZ,002101,广东鸿图,机械基件,0.94,9.8,"特斯拉, 蔚来汽车概念股, 汽车零部件, 定增破发, "
1636,300245.SZ,300245,天玑科技,软件服务,0.93,10.9,"阿里巴巴概念股, 美团概念股, 大数据, 云计算, 工业互联网, 国产操作系统, "
3571,603928.SH,603928,兴业股份,化工原料,0.93,15.7,"大飞机, 3D打印, 智能制造, "
2428,600333.SH,600333,长春燃气,供气供热,0.93,6.08,"油气改革, 天然气, "
97,000430.SZ,000430,张家界,旅游景点,0.93,6.87,"旅游, 湖南国企改革, 定增破发, "
1051,002591.SZ,002591,恒大高新,化工原料,0.93,8.36,"PCB板, 回购, 定增破发, 腾讯概念股, 创投, "
3090,601789.SH,601789,宁波建工,建筑施工,0.92,4.74,"装配式建筑, 环杭州湾大湾区, 云计算, "
999,002539.SZ,002539,云图控股,农药化肥,0.91,5.95,"社保重仓, 调味品, 业绩预增, 食品, 化肥, 磷化工, 电竞, 腾讯概念股, 手游, "
1609,300218.SZ,300218,安利股份,塑料,0.91,8.25,"体育产业, "
3075,601666.SH,601666,平煤股份,煤炭开采,0.91,4.51,"煤炭, 回购, 破净股, 债转股-AMC, "
3267,603222.SH,603222,济民制药,化学制药,0.91,30.58,"民营医院, 海南自由贸易港, 医疗器械, 自贸区, 自由贸易港, "
1377,002936.SZ,002936,郑州银行,银行,0.91,5.83,"银行, "
1806,300417.SZ,300417,南华仪器,电器仪表,0.9,20.48,"智能仪表, "
2505,600435.SH,600435,北方导航,专用机械,0.9,10.5,"混改, 军工混改, 国家队重仓, 央企改革, 军工研究所, 航母, 军工, 北斗导航, 股权转让, "
3061,601599.SH,601599,鹿港文化,影视音像,0.9,4.03,"纺织服装, 独角兽, 影视, "
3346,603388.SH,603388,元成股份,建筑施工,0.89,13.17,"园林, PPP, "
1474,300082.SZ,300082,奥克股份,化工原料,0.89,7.8,"石油化工, 光伏, 锂电池, 新能源汽车, "
3504,603800.SH,603800,道森股份,专用机械,0.89,15.34,"油服, 可燃冰, 业绩预增, 页岩气, 天然气, "
2354,600247.SH,600247,*ST成城,商贸代理,0.89,6.31,"ST股, "
2155,600015.SH,600015,华夏银行,银行,0.89,8.5,"银行, MSCI, 破净股, 定增破发, 独角兽, 蚂蚁金服概念股, "
432,000967.SZ,000967,盈峰环境,环境保护,0.89,7.62,"固废处理, 核电, 回购, 特色小镇, 高质押率, 环保, 污水处理, 资产重组, "
644,002182.SZ,002182,云海金属,小金属,0.89,9.19,"有色-铝, 有色-镁, 特斯拉, 有色金属, 业绩预增, 小米概念股, 耐火材料, 股权转让, 苹果产业链, "
3070,601618.SH,601618,中国中冶,建筑施工,0.89,3.63,"高股息, MSCI, 中字头, 一带一路, 央企改革, 有色金属, 有色-钴, 大基建, 地下管廊, PPP, "
3596,603988.SH,603988,中电电机,电气设备,0.88,12.01,"特高压, 股权转让, 手游, "
160,000573.SZ,000573,粤宏远A,区域地产,0.88,3.98,"房地产, 举牌股, 壳公司, "
666,002204.SZ,002204,大连重工,专用机械,0.88,4.29,"航母, "
1525,300133.SZ,300133,华策影视,影视音像,0.87,7.95,"百度概念股, 大数据, 股权转让, VR&AR, 国资入股, 独角兽, 影视, 动漫, "
2348,600239.SH,600239,云南城投,区域地产,0.87,4.85,"旅游, 业绩预增, 供应链金融, 养老产业, 房地产, 互联网金融, 移动支付, 资产重组, "
622,002160.SZ,002160,常铝股份,铝,0.87,4.4,"有色-铝, 特斯拉, 有色金属, 破净股, 汽车零部件, 定增破发, "
1058,002598.SZ,002598,山东章鼓,机械基件,0.87,8.36,"山东国企改革, "
2156,600016.SH,600016,民生银行,银行,0.87,6.5,"银行, 安邦系, MSCI, 破净股, "
1761,300371.SZ,300371,汇中股份,电器仪表,0.87,16.4,"物联网, 智能仪表, 京津冀, "
1872,300483.SZ,300483,沃施股份,专用机械,0.87,37.9,"天然气, 资产重组, "
717,002255.SZ,002255,海陆重工,专用机械,0.86,5.07,"核电, 业绩预增, 光伏, "
455,000997.SZ,000997,新大陆,软件服务,0.86,18.22,"MSCI, 国家队重仓, 物联网, 数字中国, 互联网金融, 移动支付, 大数据, 药品信息化追溯, 无人商店, 智慧城市, 彩票, 电子发票, "
2618,600580.SH,600580,卧龙电驱,电气设备,0.86,10.08,"北汽新能源, 核电, "
1298,002850.SZ,002850,科达利,机械基件,0.86,25.07,"特斯拉, 宁德时代概念股, 锂电池, 新能源汽车, "
76,000403.SZ,000403,振兴生化,生物制药,0.85,28.9,"血制品, 业绩预增, 股权争夺, ST摘帽, "
1681,300290.SZ,300290,荣科科技,软件服务,0.85,10.49,"兜底式增持, 大数据, 云计算, 互联网医疗, 智慧城市, 国产软件, 股权转让, 医疗信息化, 独角兽, "
3115,601898.SH,601898,中煤能源,煤炭开采,0.85,5.31,"高股息, 煤炭, 中字头, 央企改革, 甲醇, 破净股, "
623,002161.SZ,002161,远望谷,通信设备,0.84,7.79,"回购, 物联网, 智慧物流, 智能制造, 移动支付, 无人商店, 智慧城市, 高铁轨交, 资产重组, 创投, 电子车牌, "
485,002023.SZ,002023,海特高新,航空,0.84,12.94,"5G, 大飞机, 通用航空, 空铁WiFi, 业绩预增, 军工, 军民融合, 半导体, 国产芯片, "
14,000018.SZ,000018,神州长城,装修装饰,0.84,2.92,"民营医院, 宝能系, 兜底式增持, 装配式建筑, PPP, 雄安新区, 雄安-工程基建, 低价股, "
2408,600311.SH,600311,荣华实业,黄金,0.84,4.19,"壳公司, 黄金, "
3006,601169.SH,601169,北京银行,银行,0.84,6.3,"银行, MSCI, 破净股, 京东金融概念股, 独角兽, "
3524,603838.SH,603838,四通股份,陶瓷,0.83,10.22,"固废处理, 环保, 股权转让, 资产重组, "
1610,300219.SZ,300219,鸿利智汇,元器件,0.83,8.72,"汽车零部件, 物联网, 无人驾驶, 定增破发, 举牌股, 区块链, LED, 虹膜识别, 创投, "
1004,002544.SZ,002544,杰赛科技,软件服务,0.83,15.63,"5G, PCB板, 央企改革, 华为产业链, 军工研究所, 社保重仓, 军工, 军民融合, 物联网, 定增破发, 网络安全, 云计算, 高铁轨交, 知识产权, "
888,002427.SZ,002427,*ST尤夫,化纤,0.83,17.6,"涤纶, 军工, 军民融合, 锂电池, 新能源汽车, 举牌股, 股权转让, 国资入股, ST股, "
3516,603819.SH,603819,神力股份,电气设备,0.82,19.17,"回购, 风电, "
2911,600908.SH,600908,无锡银行,银行,0.82,6.68,"银行, "
1603,300212.SZ,300212,易华录,软件服务,0.82,34.41,"阿里巴巴概念股, 央企改革, 业绩预增, 物联网, 百度概念股, 无人驾驶, 雄安-智慧城市, 养老产业, 智慧停车, PPP, 小米概念股, 数字中国, 雄安新区, 京津冀, 大数据, 云计算, 智慧城市, 智慧安防, 独角兽, 电子车牌, "
1901,300512.SZ,300512,中亚股份,专用机械,0.81,15.75,"工业自动化, 智能制造, 机器视觉, 包装印刷, 创投, "
3117,601900.SH,601900,南方传媒,出版业,0.81,9.91,"教育, 定增破发, "
1467,300075.SZ,300075,数字政通,软件服务,0.81,13.75,"雄安-智慧城市, 定增破发, 海南自由贸易港, 数字中国, 雄安新区, 雄安-工程基建, 京津冀, 大数据, 自贸区, 智慧城市, 国产软件, 自由贸易港, "
2146,600000.SH,600000,浦发银行,银行,0.81,11.71,"银行, MSCI, 破净股, 信托, "
1266,002816.SZ,002816,和科达,专用机械,0.81,23.44,
125,000532.SZ,000532,华金资本,元器件,0.8,12.54,"被动元件, 石墨烯, 独角兽, 创投, "
2914,600919.SH,600919,江苏银行,银行,0.8,7.26,"银行, MSCI, 破净股, 京东金融概念股, 独角兽, "
3453,603685.SH,603685,晨丰科技,电气设备,0.8,18.19,"LED, "
3341,603380.SH,603380,易德龙,元器件,0.79,18.0,"独角兽, "
1782,300393.SZ,300393,中来股份,塑料,0.79,21.37,"兜底式增持, 光伏, 高质押率, 高送转, 股权转让, "
1043,002583.SZ,002583,海能达,通信设备,0.79,11.58,"MSCI, 社保重仓, 业绩预增, 物联网, 互联网金融, 智慧城市, 智慧安防, "
2041,300659.SZ,300659,中孚信息,软件服务,0.79,34.11,"网络安全, 国产软件, 资产重组, "
2968,601015.SH,601015,陕西黑猫,焦炭加工,0.78,6.6,"煤炭, 甲醇, 天然气, "
270,000725.SZ,000725,京东方A,元器件,0.78,3.95,"白马股, OLED, MSCI, 国家队重仓, 民营医院, 华为产业链, 新零售, 汽车零部件, 物联网, 智能制造, 医疗器械, 互联网医疗, 指纹识别, 半导体, VR&AR, 苹果产业链, "
2338,600229.SH,600229,城市传媒,出版业,0.77,8.54,"山东国企改革, VR&AR, 独角兽, "
1119,002659.SZ,002659,凯文教育,文教休闲,0.77,8.81,"教育, "
686,002224.SZ,002224,三力士,橡胶,0.76,7.03,"军工, 军民融合, 量子通信, "
2523,600467.SH,600467,好当家,渔业,0.76,3.11,
861,002400.SZ,002400,省广集团,广告包装,0.76,4.05,"社保重仓, 谷歌概念股, 大数据, 区块链, "
106,000507.SZ,000507,珠海港,港口,0.76,7.83,"一带一路, 港口, 粤港澳大湾区, "
2958,601002.SH,601002,晋亿实业,机械基件,0.76,8.01,"高铁轨交, "
2366,600261.SH,600261,阳光照明,家用电器,0.76,4.08,"LED, "
1236,002782.SZ,002782,可立克,电气设备,0.76,14.87,"新能源整车, 新能源汽车, 独角兽, 充电桩, 科创板概念股, "
3120,601918.SH,601918,新集能源,煤炭开采,0.76,3.63,"火电, 煤炭, 央企改革, 业绩预增, 煤化工, "
3413,603608.SH,603608,天创时尚,服饰,0.75,10.43,"回购, 新零售, 纺织服装, 定增破发, 智能制造, "
2577,600531.SH,600531,豫光金铅,铅锌,0.75,5.07,"有色金属, 黄金, "
2871,600861.SH,600861,北京城乡,百货,0.74,8.89,"北京城市规划, 新零售, "
913,002452.SZ,002452,长高集团,电气设备,0.73,4.98,"特高压, 军工, 军民融合, 智慧安防, 壳公司, "
2566,600519.SH,600519,贵州茅台,白酒,0.73,949.2,"高价股, 白马股, MSCI, 大消费, 白酒, 大数据, "
3278,603258.SH,603258,电魂网络,互联网,0.73,18.99,"阿里巴巴概念股, 腾讯概念股, 游戏, 手游, "
58,000096.SZ,000096,广聚能源,石油贸易,0.73,11.56,"油气改革, 粤港澳大湾区, 石油化工, 深圳本地股/深汕合作, "
2519,600461.SH,600461,洪城水业,水务,0.73,6.6,"水务, PPP, 创投, "
2935,600976.SH,600976,健民集团,中成药,0.73,20.0,"医药, 中药, "
977,002516.SZ,002516,旷达科技,纺织,0.72,3.72,"回购, 兜底式增持, 光伏, 万达系, "
1355,002911.SZ,002911,佛燃股份,供气供热,0.72,18.68,"天然气, 新能源汽车, 充电桩, "
2048,300666.SZ,300666,江丰电子,元器件,0.72,43.5,"OLED, 华为产业链, 半导体, "
1595,300204.SZ,300204,舒泰神,生物制药,0.72,17.69,"回购, 医药, 创新药, "
1021,002561.SZ,002561,徐家汇,百货,0.72,9.67,"高股息, 新零售, 上海国企改革, "
1297,002849.SZ,002849,威星智能,电器仪表,0.71,17.08,"物联网, 智能仪表, "
3467,603708.SH,603708,家家悦,超市连锁,0.71,26.55,"社保重仓, 新零售, 快递物流, "
2783,600761.SH,600761,安徽合力,工程机械,0.71,12.77,"安徽国企改革, 机械, 举牌股, "
2325,600215.SH,600215,长春经开,园区开发,0.71,9.24,"振兴东北, 房地产, "
2949,600992.SH,600992,贵绳股份,钢加工,0.7,9.7,"航母, 举牌股, "
77,000404.SZ,000404,长虹华意,专用机械,0.7,5.17,"宝能系, 白色家电, 家电, 智能制造, 机器人, "
952,002491.SZ,002491,通鼎互联,通信设备,0.7,10.69,"5G, 光通信, 定增破发, 网络安全, 大数据, 科创板概念股, "
1151,002691.SZ,002691,冀凯股份,专用机械,0.7,9.28,"京津冀, "
2674,600642.SH,600642,申能股份,火力发电,0.7,5.77,"火电, 高股息, MSCI, 油服, 甲醇, 社保重仓, 风电, 天然气, 上海国企改革, "
762,002301.SZ,002301,齐心集团,文教休闲,0.69,11.35,"二胎, 回购, 新零售, 云计算, 京东金融概念股, 腾讯概念股, 国资入股, 独角兽, "
1349,002905.SZ,002905,金逸影视,影视音像,0.69,20.55,"影视, "
2358,600251.SH,600251,冠农股份,农业综合,0.68,6.35,"回购, 棉花, 食品, 新疆, 化肥, 农垦, 白糖, 新疆国企改革, 大数据, "
133,000541.SZ,000541,佛山照明,家用电器,0.68,6.35,"LED, "
1727,300336.SZ,300336,新文化,影视音像,0.68,5.55,"百度概念股, 万达系, 电竞, 独角兽, 年报季报, 影视, "
2706,600681.SH,600681,百川能源,供气供热,0.68,13.78,"油气改革, 天然气, 雄安-公共服务, 雄安新区, 京津冀, "
202,000630.SZ,000630,铜陵有色,铜,0.67,2.63,"MSCI, 人民币升值受益, 安徽国企改革, 有色金属, 低价股, 有色-铜, "
2333,600223.SH,600223,鲁商置业,区域地产,0.67,4.11,"养老产业, 山东国企改革, 医药, 房地产, 化学药, "
1433,300040.SZ,300040,九洲电气,电气设备,0.66,7.11,"风电, 光伏, 储能, 新能源汽车, 充电桩, "
1139,002679.SZ,002679,福建金森,林业,0.66,25.25,"土地流转, 林业, "
1546,300154.SZ,300154,瑞凌股份,元器件,0.65,6.6,"工业自动化, 智能制造, 机器人, "
3380,603536.SH,603536,惠发股份,食品,0.65,12.58,"海底捞概念股, "
2556,600508.SH,600508,上海能源,煤炭开采,0.64,10.93,"煤炭, 央企改革, 破净股, "
334,000821.SZ,000821,京山轻机,轻工机械,0.64,9.86,"回购, 参股券商, 无人机, 定增破发, 工业自动化, 智能制造, 人工智能, 机器视觉, 独角兽, 机器人, "
1001,002541.SZ,002541,鸿路钢构,钢加工,0.64,9.1,"业绩预增, 装配式建筑, 智慧停车, 智慧城市, "
3135,601988.SH,601988,中国银行,银行,0.63,3.93,"银行, 安邦系, MSCI, 中字头, 人民币升值受益, 破净股, "
2875,600865.SH,600865,百大集团,百货,0.63,7.36,"业绩预增, 独角兽, 蚂蚁金服概念股, "
1434,300041.SZ,300041,回天新材,化工原料,0.63,8.15,"回购, 石油化工, 光伏, 装配式建筑, 雄安-建材, 雄安-公共服务, 雄安新区, 股权转让, 高铁轨交, 国资入股, "
2525,600469.SH,600469,风神股份,汽车配件,0.61,5.08,"央企改革, 回购, 重卡, 轮胎, "
2907,600898.SH,600898,国美通讯,通信设备,0.6,9.99,
296,000767.SZ,000767,漳泽电力,火力发电,0.6,3.1,"火电, 电改, 风电, 光伏, 山西国企改革, "
2671,600639.SH,600639,浦东金桥,园区开发,0.6,16.46,"电改, 房地产, 上海国企改革, 自贸区, 自由贸易港, 上海自由贸易港, 创投, "
3112,601886.SH,601886,江河集团,装修装饰,0.6,9.62,"民营医院, 雄安-建材, 雄安新区, 装修装饰, "
440,000976.SZ,000976,华铁股份,运输设备,0.59,6.08,"高质押率, 高铁轨交, "
1277,002827.SZ,002827,高争民爆,化工原料,0.59,17.54,"西藏, 民爆, "
3439,603661.SH,603661,恒林股份,家居用品,0.58,37.74,"小米概念股, 家具家居, "
131,000539.SZ,000539,粤电力A,火力发电,0.57,4.97,"火电, 电改, 风电, 粤港澳大湾区, 创投, "
1005,002545.SZ,002545,东方铁塔,钢加工,0.56,7.58,"特高压, 业绩预增, 风电, 3D打印, 智能制造, "
2908,600900.SH,600900,长江电力,水力发电,0.56,16.68,"白马股, MSCI, 水电, 电改, 央企改革, "
939,002478.SZ,002478,常宝股份,钢加工,0.56,6.73,"钢铁, 油气改革, 民营医院, 业绩预增, 页岩气, "
573,002111.SZ,002111,威海广泰,航空,0.54,14.26,"回购, 通用航空, 业绩预增, 无人机, "
2223,600098.SH,600098,广州发展,火力发电,0.53,6.62,"火电, 可燃冰, 天然气, "
1602,300211.SZ,300211,亿通科技,通信设备,0.52,7.5,"智慧安防, 广电, "
2961,601006.SH,601006,大秦铁路,铁路,0.52,8.46,"高股息, MSCI, 混改, 央企改革, 铁总混改, 高铁轨交, "
2182,600054.SH,600054,黄山旅游,旅游景点,0.52,11.91,"大消费, 安徽国企改革, 旅游, 参股券商, 特色小镇, "
2789,600768.SH,600768,宁波富邦,铝,0.52,11.63,"有色-铝, 有色金属, 资产重组, "
2747,600724.SH,600724,宁波富达,区域地产,0.52,4.41,"浙江国企改革, 环杭州湾大湾区, 房地产, 资产重组, "
1473,300081.SZ,300081,恒信东方,文教休闲,0.52,11.77,"回购, 雄安-智慧城市, 雄安新区, VR&AR, 独角兽, 手势识别, 动漫, "
1065,002605.SZ,002605,姚记扑克,文教休闲,0.51,11.29,"回购, 业绩预增, 彩票, 独角兽, "
844,002383.SZ,002383,合众思壮,通信设备,0.51,13.87,"军工, 军民融合, 物联网, 无人驾驶, 北斗导航, 股权转让, 共享经济, 国资入股, "
994,002534.SZ,002534,杭锅股份,专用机械,0.51,7.29,"核电, 创投, "
2027,300644.SZ,300644,南京聚隆,塑料,0.51,31.76,"高送转-预期, 高铁轨交, "
3461,603699.SH,603699,纽威股份,专用机械,0.51,12.97,"核电, 回购, "
3041,601368.SH,601368,绿城水务,水务,0.51,6.99,"水务, PPP, 广西, "
3087,601766.SH,601766,中国中车,运输设备,0.51,9.26,"MSCI, 中字头, 一带一路, 央企改革, 高铁轨交, "
2372,600269.SH,600269,赣粤高速,路桥,0.5,4.76,"高速公路, 核电, 参股券商, 破净股, "
1242,002789.SZ,002789,建艺集团,装修装饰,0.5,18.59,"装修装饰, "
3499,603789.SH,603789,星光农机,农用机械,0.49,13.61,"乡村振兴, 农机, "
3054,601566.SH,601566,九牧王,服饰,0.47,14.44,"高股息, 纺织服装, "
3242,603167.SH,603167,渤海轮渡,水运,0.46,10.9,"航运, 回购, 中韩自贸区, 海南自由贸易港, 自贸区, 自由贸易港, "
